timestamp,rainfall,visibility,temperature,storm_alert_level
2026-05-23 01:00:00,0.0,9.5,27.8,0
2026-05-23 02:00:00,0.0,8.8,26.2,0
2026-05-23 03:00:00,0.0,9.2,18.3,0
2026-05-23 04:00:00,0.0,8.9,15.4,0
2026-05-23 05:00:00,0.0,9.4,21.1,0
2026-05-23 06:00:00,12.2,4.6,24.3,1
2026-05-23 07:00:00,10.5,5.9,15.4,1
2026-05-23 08:00:00,0.0,8.3,21.9,0
2026-05-23 09:00:00,10.1,5.4,19.9,1
2026-05-23 10:00:00,0.0,8.8,26.3,0
2026-05-23 11:00:00,0.0,8.5,16.2,0
2026-05-23 12:00:00,13.9,5.8,20.2,1
2026-05-23 13:00:00,0.0,9.6,24.8,0
2026-05-23 14:00:00,0.0,9.9,18.0,0
2026-05-23 15:00:00,4.7,6.9,25.0,0
2026-05-23 16:00:00,0.0,8.4,25.5,0
2026-05-23 17:00:00,0.0,8.3,24.1,0
2026-05-23 18:00:00,0.0,8.2,27.3,0
2026-05-23 19:00:00,0.0,8.2,15.4,0
2026-05-23 20:00:00,0.0,9.4,29.4,0
2026-05-23 21:00:00,0.0,9.4,16.1,0
2026-05-23 22:00:00,0.0,9.3,16.5,0
2026-05-23 23:00:00,0.0,9.7,24.0,0
2026-05-24 00:00:00,24.6,2.2,20.2,2
2026-05-24 01:00:00,0.0,8.7,22.6,0
2026-05-24 02:00:00,0.0,9.7,27.3,0
2026-05-24 03:00:00,24.1,2.1,27.4,2
2026-05-24 04:00:00,0.0,8.9,26.0,0
2026-05-24 05:00:00,0.0,8.5,27.1,0
2026-05-24 06:00:00,0.0,9.0,21.5,0
2026-05-24 07:00:00,0.0,8.5,27.8,0
2026-05-24 08:00:00,0.0,8.2,28.2,0
2026-05-24 09:00:00,0.0,8.9,24.2,0
2026-05-24 10:00:00,0.0,8.1,27.8,0
2026-05-24 11:00:00,6.1,7.8,20.1,1
2026-05-24 12:00:00,0.0,9.4,19.1,0
2026-05-24 13:00:00,23.8,1.1,25.8,2
2026-05-24 14:00:00,0.0,9.5,25.4,0
2026-05-24 15:00:00,0.0,9.0,26.9,0
2026-05-24 16:00:00,6.3,7.5,19.6,1
2026-05-24 17:00:00,0.0,8.9,23.0,0
2026-05-24 18:00:00,0.0,9.5,20.0,0
2026-05-24 19:00:00,0.0,8.5,18.8,0
2026-05-24 20:00:00,5.6,6.5,23.0,1
2026-05-24 21:00:00,0.0,8.4,18.2,0
2026-05-24 22:00:00,0.0,9.4,29.6,0
2026-05-24 23:00:00,0.0,8.6,16.5,0
